date,ticker,open,high,low,close,adj_close,volume,return_1d,return_lag_1,return_lag_3,return_lag_7,roll_mean_5,roll_std_5,log_price,sentiment_mean,sentiment_max,sentiment_min,sentiment_count,sentiment_index,target_return_1d
2023-01-13,AAPL,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,132.75717163085938,57809700.0,0.0101189834181583,-0.0005993004255323,0.0044564008547207,0.0103142888669631,0.0078355070755317,0.00833791947257,4.888521682247455,0.402375,0.402375,0.402375,1.0,0.2789050967778079,0.0087562902468329
2023-01-17,AAPL,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,133.9196319580078,63646600.0,0.0087562902468329,0.0101189834181583,0.0211121999490295,-0.0106046116754919,0.0087689148086418,0.0080706376136501,4.897239858514627,0.0,0.0,0.0,0.0,0.0,-0.0053697594626229
2023-01-18,AAPL,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,133.2005157470703,69672800.0,-0.0053697594626229,0.0087562902468329,-0.0005993004255323,0.0367937772481254,0.0068036827451731,0.0102778209533099,4.891855630073795,0.0,0.0,0.0,0.0,0.0,0.0004439007408159
2023-01-19,AAPL,134.0800018310547,136.25,133.77000427246094,135.27000427246094,133.2596435546875,58280400.0,0.0004439007408159,-0.0053697594626229,0.0101189834181583,0.0040892515812822,0.0026700229035303,0.0065728962096443,4.892299432319824,0.001,0.001,0.001,1.0,0.0006931471805599,0.0192205607408146
2023-01-20,AAPL,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,135.8209686279297,80223600.0,0.0192205607408146,0.0004439007408159,0.0087562902468329,0.0044564008547207,0.0066339951367997,0.0094535483638922,4.911337611363423,0.0,0.0,0.0,0.0,0.0,0.0235004122495003
2023-01-23,AAPL,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,139.0128173828125,81760300.0,0.0235004122495003,0.0192205607408146,-0.0053697594626229,0.0211121999490295,0.0093102809030682,0.0121860233675565,4.934566140266623,0.0,0.0,0.0,0.0,0.0,0.0100631765386685
2023-01-24,AAPL,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,140.41172790527344,66435100.0,0.0100631765386685,0.0235004122495003,0.0004439007408159,-0.0005993004255323,0.0095716581614353,0.0121851858612568,4.944579020191942,0.0,0.0,0.0,0.0,0.0,-0.0047010315014426
2023-01-25,AAPL,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,139.75164794921875,65799300.0,-0.0047010315014426,0.0100631765386685,0.0192205607408146,0.0101189834181583,0.0097054037536713,0.0119821668331794,4.939866904088893,0.001,0.001,0.001,1.0,0.0006931471805599,0.0148033075205344
2023-01-26,AAPL,143.1699981689453,144.25,141.89999389648438,143.9600067138672,141.8204345703125,54105100.0,0.0148033075205344,-0.0047010315014426,0.0235004122495003,0.0087562902468329,0.012577285109615,0.0108773153882123,4.954561712109715,0.148037,0.295074,0.001,2.0,0.1626352673775609,0.0136844515331044
2023-01-27,AAPL,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,143.76116943359375,70555800.0,0.0136844515331044,0.0148033075205344,0.0100631765386685,-0.0053697594626229,0.011470063268073,0.0102983853778618,4.968153377066548,0.0,0.0,0.0,0.0,0.0,-0.0200780510006228
2023-01-30,AAPL,144.9600067138672,145.5500030517578,142.85000610351562,143.0,140.87472534179688,64015300.0,-0.0200780510006228,0.0136844515331044,-0.0047010315014426,0.0004439007408159,0.0027543706180483,0.0149579802364083,4.9478710226991005,0.0,0.0,0.0,0.0,0.0,0.0090210895018676
2023-01-31,AAPL,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,142.14556884765625,65874500.0,0.0090210895018676,-0.0200780510006228,0.0148033075205344,0.0192205607408146,0.0025459532106882,0.0148374578644406,4.956851665241504,0.0,0.0,0.0,0.0,0.0,0.0079007889088171
2023-02-01,AAPL,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,143.2686309814453,77663600.0,0.0079007889088171,0.0090210895018676,0.0136844515331044,0.0235004122495003,0.0050663172927401,0.0143613624520953,4.9647214063451806,0.0,0.0,0.0,0.0,0.0,0.0370624798373204
2023-02-02,AAPL,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,148.57852172851562,118339000.0,0.0370624798373204,0.0079007889088171,-0.0200780510006228,0.0100631765386685,0.0095181517560973,0.0203399005304793,5.001113584343943,0.0,0.0,0.0,0.0,0.0,0.0243998249196231
2023-02-03,AAPL,148.02999877929688,157.3800048828125,147.8300018310547,154.5,152.2038116455078,154357300.0,0.0243998249196231,0.0370624798373204,0.0090210895018676,-0.0047010315014426,0.0116612264334011,0.0214242182547624,5.025220488776993,0.0,0.0,0.0,0.0,0.0,-0.0179289289069516
2023-02-06,AAPL,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,149.47496032714844,69858300.0,-0.0179289289069516,0.0243998249196231,0.0079007889088171,0.0148033075205344,0.0120910508521353,0.020635287296209,5.0071288893523045,0.0,0.0,0.0,0.0,0.0,0.0192445052266789
2023-02-07,AAPL,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,152.35153198242188,83322600.0,0.0192445052266789,-0.0179289289069516,0.0370624798373204,0.0136844515331044,0.0141357339970976,0.0207611652380618,5.026190561058363,0.184361,0.184361,0.184361,1.0,0.127789307355212,-0.0176522433249103
2023-02-08,AAPL,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,149.6621856689453,64120100.0,-0.0176522433249103,0.0192445052266789,0.0243998249196231,-0.0200780510006228,0.0090251275503521,0.0253234742821332,5.008380658774794,0.0,0.0,0.0,0.0,0.0,-0.0069117247185815
2023-02-09,AAPL,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,148.6277618408203,56007100.0,-0.0069117247185815,-0.0176522433249103,-0.0179289289069516,0.0090210895018676,0.0002302866391717,0.0202870488402382,5.001444937451043,0.0,0.0,0.0,0.0,0.0,0.0024561445655235
2023-02-10,AAPL,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,148.99281311035156,57450700.0,0.0024561445655235,-0.0069117247185815,0.0192445052266789,0.0079007889088171,-0.0041584494316482,0.0155783523190545,5.00389807062344,0.0,0.0,0.0,0.0,0.0,0.0188066989929636
2023-02-13,AAPL,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,151.7948760986328,62199000.0,0.0188066989929636,0.0024561445655235,-0.0176522433249103,0.0370624798373204,0.0031886761483348,0.0161137434326327,5.022530110100885,0.0,0.0,0.0,0.0,0.0,-0.0042248570043372
2023-02-14,AAPL,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,151.153564453125,61707600.0,-0.0042248570043372,0.0188066989929636,-0.0069117247185815,0.0243998249196231,-0.0015051962978684,0.0134686631051256,5.018296303171195,0.0,0.0,0.0,0.0,0.0,0.0139033918837068
2023-02-15,AAPL,153.11000061035156,155.5,152.8800048828125,155.3300018310547,153.25511169433594,65573800.0,0.0139033918837068,-0.0042248570043372,0.0024561445655235,-0.0179289289069516,0.004805930743855,0.0112156741073542,5.032103929524881,0.0,0.0,0.0,0.0,0.0,-0.0104294949474432
2023-02-16,AAPL,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,151.65673828125,68167900.0,-0.0104294949474432,0.0139033918837068,0.0188066989929636,0.0192445052266789,0.0041023766980826,0.012201487488331,5.02161966625825,0.0,0.0,0.0,0.0,0.0,-0.0075466526933961
2023-02-17,AAPL,152.35000610351562,153.0,150.85000610351562,152.5500030517578,150.51223754882812,59144100.0,-0.0075466526933961,-0.0104294949474432,-0.0042248570043372,-0.0176522433249103,0.0021018172462987,0.0133086795235313,5.014044393500037,0.001,0.001,0.001,1.0,0.0006931471805599,-0.0266797242895101
2023-02-21,AAPL,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,146.49661254882812,58867200.0,-0.0266797242895101,-0.0075466526933961,0.0139033918837068,-0.0069117247185815,-0.006995467410196,0.0145258813935782,4.987002305656196,0.0,0.0,0.0,0.0,0.0,0.0028960080626596
2023-02-22,AAPL,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,146.92086791992188,51011300.0,0.0028960080626596,-0.0266797242895101,-0.0104294949474432,0.0024561445655235,-0.0055712943967966,0.0151989192230055,4.989894128366102,0.353217,0.353217,0.353217,1.0,0.2448313676758422,0.003290611330446
2023-02-23,AAPL,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,147.40432739257812,48394200.0,0.003290611330446,0.0028960080626596,-0.0075466526933961,0.0188066989929636,-0.0076938505074487,0.0122553287121354,4.993179337482897,0.001,0.001,0.001,1.0,0.0006931471805599,-0.0180052565709725
2023-02-24,AAPL,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,144.75027465820312,55469600.0,-0.0180052565709725,0.003290611330446,-0.0266797242895101,-0.0042248570043372,-0.0092090028321546,0.0131161659702774,4.975010013917302,0.0,0.0,0.0,0.0,0.0,0.0082475311378849
2023-02-27,AAPL,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,145.94410705566406,44998500.0,0.0082475311378849,-0.0180052565709725,0.0028960080626596,0.0139033918837068,-0.0060501660658984,0.0153314314459178,4.98322372002498,0.0,0.0,0.0,0.0,0.0,-0.0034477159665863
2023-02-28,AAPL,147.0500030517578,149.0800018310547,146.8300018310547,147.41000366210938,145.44093322753906,50547000.0,-0.0034477159665863,0.0082475311378849,0.003290611330446,-0.0104294949474432,-0.0014037644013136,0.0101668578306949,4.979770046989572,0.600169,0.600169,0.600169,1.0,0.4160054502094817,-0.0142460612926431
2023-03-01,AAPL,146.8300018310547,147.22999572753906,145.00999450683594,145.30999755859375,143.3689727783203,55479000.0,-0.0142460612926431,-0.0034477159665863,-0.0180052565709725,-0.0075466526933961,-0.0048321782723742,0.0111929266776496,4.965421536402491,0.082168,0.082168,0.082168,1.0,0.0569545175322495,0.0041290662058663
2023-03-02,AAPL,144.3800048828125,146.7100067138672,143.89999389648438,145.91000366210938,143.96095275878906,52238100.0,0.0041290662058663,-0.0142460612926431,0.0082475311378849,-0.0266797242895101,-0.0046644872972901,0.0113502204912113,4.969542101407804,0.0,0.0,0.0,0.0,0.0,0.0350902129125429
2023-03-03,AAPL,148.0399932861328,151.11000061035156,147.3300018310547,151.02999877929688,149.0125732421875,70732300.0,0.0350902129125429,0.0041290662058663,-0.0034477159665863,0.0028960080626596,0.0059546065994129,0.018397991118744,5.0040306865610695,0.190019,0.190019,0.190019,1.0,0.1317111341028202,0.0185391955999414
2023-03-06,AAPL,153.7899932861328,156.3000030517578,153.4600067138672,153.8300018310547,151.775146484375,87558000.0,0.0185391955999414,0.0350902129125429,-0.0142460612926431,0.003290611330446,0.0080129394918242,0.0192735246822858,5.022400126157689,0.0,0.0,0.0,0.0,0.0,-0.0144965142334128
2023-03-07,AAPL,153.6999969482422,154.02999877929688,151.1300048828125,151.60000610351562,149.57493591308594,56182000.0,-0.0144965142334128,0.0185391955999414,0.0041290662058663,-0.0180052565709725,0.0058031798384589,0.0214288865177283,5.00779751081594,0.031804,0.062608,0.001,2.0,0.0349402652288005,0.0083773159679074
